title,url,price,image_url,category,gender
Triangle-plaque 65 patent-leather pumps,https://www.matchesfashion.com/products/Prada-Triangle-plaque-65-patent-leather-pumps-1535344,890.0,https://assetsprx.matchesfashion.com/img/1535344/1/920.jpg,['Heels'],WOMENS
Decollete 45 patent-leather slingback pumps,https://www.matchesfashion.com/products/Prada-Decollete-45-patent-leather-slingback-pumps-1535346,890.0,https://assetsprx.matchesfashion.com/img/1535346/1/920.jpg,['Heels'],WOMENS
Triangle-plaque 65 patent-leather pumps,https://www.matchesfashion.com/products/Prada-Triangle-plaque-65-patent-leather-pumps-1535345,890.0,https://assetsprx.matchesfashion.com/img/1535345/1/920.jpg,['Heels'],WOMENS
Logo-embossed 35 patent-leather slingback pumps,https://www.matchesfashion.com/products/Miu-Miu-Logo-embossed-35-patent-leather-slingback-pumps-1554273,825.0,https://assetsprx.matchesfashion.com/img/1554273/1/920.jpg,['Heels'],WOMENS
Vendome 70 crocodile-effect leather pumps,https://www.matchesfashion.com/products/Saint-Laurent-Vendome-70-crocodile-effect-leather-pumps-1564493,805.0,https://assetsprx.matchesfashion.com/img/1564493/1/920.jpg,['Heels'],WOMENS
Heart 55 vinyl and calf-hair slingback pumps,https://www.matchesfashion.com/products/ALA%C3%8FA-Heart-55-vinyl-and-calf-hair-slingback-pumps-1546375,1020.0,https://assetsprx.matchesfashion.com/img/1546375/1/920.jpg,['Heels'],WOMENS
Jama 45 satin slingback pumps,https://www.matchesfashion.com/products/Malone-Souliers-Jama-45-satin-slingback-pumps-1553974,595.0,https://assetsprx.matchesfashion.com/img/1553974/1/920.jpg,['Heels'],WOMENS
One Stud 70 leather slingback pumps,https://www.matchesfashion.com/products/Valentino-Garavani-One-Stud-70-leather-slingback-pumps-1541138,790.0,https://assetsprx.matchesfashion.com/img/1541138/1/920.jpg,['Heels'],WOMENS
Reve 105 crystal-embellished suede sandals,https://www.matchesfashion.com/products/Aquazzura-Reve-105-crystal-embellished-suede-sandals-1547409,855.0,https://assetsprx.matchesfashion.com/img/1547409/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Ada 90 knotted metallic-leather sandals,https://www.matchesfashion.com/products/Loeffler-Randall-Ada-90-knotted-metallic-leather-sandals--1549132,300.0,https://assetsprx.matchesfashion.com/img/1549132/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Naked 105 leather sandals,https://www.matchesfashion.com/products/Tom-Ford-Naked-105-leather-sandals-1487385,990.0,https://assetsprx.matchesfashion.com/img/1487385/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Padlock 85 metallic-leather slingback pumps,https://www.matchesfashion.com/products/Tom-Ford-Padlock-85-metallic-leather-slingback-pumps-1538995,990.0,https://assetsprx.matchesfashion.com/img/1538995/1/920.jpg,['Heels'],WOMENS
Rockstud leather flatform Chelsea boots,https://www.matchesfashion.com/products/Valentino-Garavani-Rockstud-leather-flatform-Chelsea-boots-1541119,1280.0,https://assetsprx.matchesfashion.com/img/1541119/1/920.jpg,['Boots'],WOMENS
Zip-front leather ankle boots,https://www.matchesfashion.com/products/The-Row-Zip-front-leather-ankle-boots-1463336,1450.0,https://assetsprx.matchesfashion.com/img/1463336/1/920.jpg,['Boots'],WOMENS
V-logo jacquard and leather boots,https://www.matchesfashion.com/products/Valentino-Garavani-V-logo-jacquard-and-leather-boots--1541132,1250.0,https://assetsprx.matchesfashion.com/img/1541132/1/920.jpg,['Boots'],WOMENS
Chester leather Chelsea boots,https://www.matchesfashion.com/products/Gianvito-Rossi-Chester-leather-Chelsea-boots-1394254,635.0,https://assetsprx.matchesfashion.com/img/1394254/1/920.jpg,['Boots'],WOMENS
The Oval leather loafers,https://www.matchesfashion.com/products/Toteme-The-Oval-leather-loafers%09-1545506,500.0,https://assetsprx.matchesfashion.com/img/1545506/1/920.jpg,['Flats'],WOMENS
The Oval leather loafers,https://www.matchesfashion.com/products/Toteme-The-Oval-leather-loafers--1545507,500.0,https://assetsprx.matchesfashion.com/img/1545507/1/920.jpg,['Flats'],WOMENS
Flynn leather loafers,https://www.matchesfashion.com/products/The-Row-Flynn-leather-loafers-1542912,1150.0,https://assetsprx.matchesfashion.com/img/1542912/1/920.jpg,['Flats'],WOMENS
Buckled grained-leather loafers,https://www.matchesfashion.com/products/Tod%27s-Buckled-grained-leather-loafers-1551851,630.0,https://assetsprx.matchesfashion.com/img/1551851/1/920.jpg,['Flats'],WOMENS
Saddle buckled leather knee-high boots,https://www.matchesfashion.com/products/Burberry-Saddle-buckled-leather-knee-high-boots-1552533,1690.0,https://assetsprx.matchesfashion.com/img/1552533/1/920.jpg,['Boots'],WOMENS
T-logo strap leather knee-high boots,https://www.matchesfashion.com/products/Tod%27s-T-logo-strap-leather-knee-high-boots--1551853,1195.0,https://assetsprx.matchesfashion.com/img/1551853/1/920.jpg,['Boots'],WOMENS
Lijsbet 50 lace-up leather boots,https://www.matchesfashion.com/products/Ann-Demeulemeester-Lijsbet-50-lace-up-leather-boots-1553486,1450.0,https://assetsprx.matchesfashion.com/img/1553486/1/920.jpg,['Boots'],WOMENS
Chunky leather knee-high boots,https://www.matchesfashion.com/products/Tod%27s-Chunky-leather-knee-high-boots-1536251,1095.0,https://assetsprx.matchesfashion.com/img/1536251/1/920.jpg,['Boots'],WOMENS
Rockstud 60 leather sandals,https://www.matchesfashion.com/products/Valentino-Garavani-Rockstud-60-leather-sandals-1541130,880.0,https://assetsprx.matchesfashion.com/img/1541130/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Lola leather ballet flats,https://www.matchesfashion.com/products/Gabriela-Hearst-Lola-leather-ballet-flats-1551618,740.0,https://assetsprx.matchesfashion.com/img/1551618/1/920.jpg,['Flats'],WOMENS
M-Way Rockstud patent-leather Chelsea boots,https://www.matchesfashion.com/products/Valentino-Garavani-M-Way-Rockstud-patent-leather-Chelsea-boots-1553267,1280.0,https://assetsprx.matchesfashion.com/img/1553267/1/920.jpg,['Boots'],WOMENS
Seenia leather knee-high boots,https://www.matchesfashion.com/products/Isabel-Marant-Seenia-leather-knee-high-boots-1486098,895.0,https://assetsprx.matchesfashion.com/img/1486098/1/920.jpg,['Boots'],WOMENS
Rockstud patent-leather pumps,https://www.matchesfashion.com/products/Valentino-Garavani-Rockstud-patent-leather-pumps-1553274,960.0,https://assetsprx.matchesfashion.com/img/1553274/1/920.jpg,['Heels'],WOMENS
Stretch 90 square-toe leather mules,https://www.matchesfashion.com/products/Bottega-Veneta-Stretch-90-square-toe-leather-mules-1360525,680.0,https://assetsprx.matchesfashion.com/img/1360525/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Susee suede ankle boots,https://www.matchesfashion.com/products/Isabel-Marant-Susee-suede-ankle-boots-1501076,595.0,https://assetsprx.matchesfashion.com/img/1501076/1/920.jpg,['Boots'],WOMENS
Mora 125 leather platform sandals,https://www.matchesfashion.com/products/Malone-Souliers-Mora-125-leather-platform-sandals-1553975,675.0,https://assetsprx.matchesfashion.com/img/1553975/1/920.jpg,['Heels'],WOMENS
Petal 90 leather sandals,https://www.matchesfashion.com/products/LOEWE-Petal-90-leather-sandals-1524890,875.0,https://assetsprx.matchesfashion.com/img/1524890/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Babi 35 leather loafers,https://www.matchesfashion.com/products/Acne-Studios-Babi-35-leather-loafers-1515907,530.0,https://assetsprx.matchesfashion.com/img/1515907/1/920.jpg,['Flats'],WOMENS
La Cadeau 140 silk-satin platform sandals,https://www.matchesfashion.com/products/MACH-%26-MACH--La-Cadeau-140-silk-satin-platform-sandals-1538506,550.0,https://assetsprx.matchesfashion.com/img/1538506/1/920.jpg,['Heels'],WOMENS
Camion square-toe leather boots,https://www.matchesfashion.com/products/OUR-LEGACY-Camion-square-toe-leather-boots-1562206,520.0,https://assetsprx.matchesfashion.com/img/1562206/1/920.jpg,['Boots'],WOMENS
Flow Runner nylon and suede trainers,https://www.matchesfashion.com/products/LOEWE-Flow-Runner-nylon-and-suede-trainers-1551981,595.0,https://assetsprx.matchesfashion.com/img/1551981/1/920.jpg,['Sneakers'],WOMENS
Gaia quilted snow boots,https://www.matchesfashion.com/products/Moncler-Gaia-quilted-snow-boots-1541573,735.0,https://assetsprx.matchesfashion.com/img/1541573/1/920.jpg,['Boots'],WOMENS
Perforated leather trainers,https://www.matchesfashion.com/products/Acne-Studios-Perforated-leather-trainers-1530821,390.0,https://assetsprx.matchesfashion.com/img/1530821/1/920.jpg,['Sneakers'],WOMENS
Resile shearling-lined suede lace-up boots,https://www.matchesfashion.com/products/Moncler-Resile-shearling-lined-suede-lace-up-boots--1541570,705.0,https://assetsprx.matchesfashion.com/img/1541570/1/920.jpg,['Boots'],WOMENS
G-Cube 70 leather and mesh mules,https://www.matchesfashion.com/products/Givenchy-G-Cube-70-leather-and-mesh-mules-1537524,825.0,https://assetsprx.matchesfashion.com/img/1537524/1/920.jpg,['Heels'],WOMENS
Cannes leather slingback sandals,https://www.matchesfashion.com/products/Birkenstock-Cannes-leather-slingback-sandals-1539241,205.0,https://assetsprx.matchesfashion.com/img/1539241/1/920.jpg,"['Sandals', 'Flats']",WOMENS
Vendome 110 patent-leather boots,https://www.matchesfashion.com/products/Saint-Laurent-Vendome-110-patent-leather-boots-1555583,1570.0,https://assetsprx.matchesfashion.com/img/1555583/1/920.jpg,['Boots'],WOMENS
Terra 90 foam clogs,https://www.matchesfashion.com/products/LOEWE-Terra-90-foam-clogs-1551979,495.0,https://assetsprx.matchesfashion.com/img/1551979/1/920.jpg,['Heels'],WOMENS
Zermatt shearling-lined wool-felt slippers,https://www.matchesfashion.com/products/Birkenstock-Zermatt-shearling-lined-wool-felt-slippers-1539234,90.0,https://assetsprx.matchesfashion.com/img/1539234/1/920.jpg,['Flats'],WOMENS
Cannes leather slingback sandals,https://www.matchesfashion.com/products/Birkenstock-Cannes-leather-slingback-sandals-1539242,205.0,https://assetsprx.matchesfashion.com/img/1539242/1/920.jpg,"['Sandals', 'Flats']",WOMENS
City canvas flatform trainers,https://www.matchesfashion.com/products/Givenchy-City-canvas-flatform-trainers-1537523,495.0,https://assetsprx.matchesfashion.com/img/1537523/1/920.jpg,['Sneakers'],WOMENS
Jodie 95 leather platform sandals,https://www.matchesfashion.com/products/Saint-Laurent-Jodie-95-leather-platform-sandals-1504632,850.0,https://assetsprx.matchesfashion.com/img/1504632/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Beth velcro-strap leather and suede trainers,https://www.matchesfashion.com/products/Isabel-Marant-Beth-velcro-strap-leather-and-suede-trainers-1486091,345.0,https://assetsprx.matchesfashion.com/img/1486091/1/920.jpg,['Sneakers'],WOMENS
Prescott leather combat boots,https://www.matchesfashion.com/products/Birkenstock-Prescott-leather-combat-boots-1539233,190.0,https://assetsprx.matchesfashion.com/img/1539233/1/920.jpg,['Boots'],WOMENS
GG-embellished mesh and leather mule sandals,https://www.matchesfashion.com/products/Gucci-GG-embellished-mesh-and-leather-mule-sandals-1548959,705.0,https://assetsprx.matchesfashion.com/img/1548959/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Flow Runner nylon and suede trainers,https://www.matchesfashion.com/products/LOEWE-Flow-Runner-nylon-and-suede-trainers-1537054,595.0,https://assetsprx.matchesfashion.com/img/1537054/1/920.jpg,['Sneakers'],WOMENS
Block-heel suede boots,https://www.matchesfashion.com/products/Toteme-Block-heel-suede-boots-1545513,630.0,https://assetsprx.matchesfashion.com/img/1545513/1/920.jpg,['Boots'],WOMENS
Arizona shearling sandals,https://www.matchesfashion.com/products/Birkenstock-Arizona-shearling-sandals-1539240,170.0,https://assetsprx.matchesfashion.com/img/1539240/1/920.jpg,"['Sandals', 'Flats']",WOMENS
Suede loafers,https://www.matchesfashion.com/products/Tod%27s-Suede-loafers-1536258,510.0,https://assetsprx.matchesfashion.com/img/1536258/1/920.jpg,['Flats'],WOMENS
90 mesh and leather over-the-knee boots,https://www.matchesfashion.com/products/The-Row-90-mesh-and-leather-over-the-knee-boots-1526624,1600.0,https://assetsprx.matchesfashion.com/img/1526624/1/920.jpg,['Boots'],WOMENS
Square-toe leather knee-high boots,https://www.matchesfashion.com/products/Toteme-Square-toe-leather-knee-high-boots-1545509,860.0,https://assetsprx.matchesfashion.com/img/1545509/1/920.jpg,['Boots'],WOMENS
Angel 95 leather platform sandals,https://www.matchesfashion.com/products/Gucci-Angel-95-leather-platform-sandals-1548936,840.0,https://assetsprx.matchesfashion.com/img/1548936/1/920.jpg,"['Sandals', 'Heels']",WOMENS
